URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/benefit-network,5.0.0,draft,"2.16.840.1.113883.4.642.3.600,2.16.840.1.113883.4.642.3.608",NetworkTypeCodes,Network Type Codes,"This value set includes a smattering of Network type codes.","StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/benefit-term,5.0.0,draft,"2.16.840.1.113883.4.642.3.612,2.16.840.1.113883.4.642.3.604",BenefitTermCodes,Benefit Term Codes,"This value set includes a smattering of Benefit Term codes.","StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/benefit-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.598,2.16.840.1.113883.4.642.3.606",BenefitTypeCodes,Benefit Type Codes,"This value set includes a smattering of Benefit type codes.","StructureDefinition/openimis-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/benefit-unit,5.0.0,draft,"2.16.840.1.113883.4.642.3.602,2.16.840.1.113883.4.642.3.610",UnitTypeCodes,Unit Type Codes,"This value set includes a smattering of Unit type codes.","StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/body-site,5.0.0,draft,"2.16.840.1.113883.4.642.3.653,2.16.840.1.113883.4.642.2.78,2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/openimis-activity-definition","SCT"
http://hl7.org/fhir/ValueSet/c80-practice-codes,5.0.0,active,"2.16.840.1.113883.4.642.2.134,2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who    interacted with, treated, or provided a service to/for the patient. The value set used    for clinical specialty has been limited by HITSP to the value set reproduced from HITSP    C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/openimis-claim-administrator-practitioner-role,StructureDefinition/openimis-enrolment-officer-practitioner-role","SCT"
http://hl7.org/fhir/ValueSet/claim-careteamrole,5.0.0,draft,"2.16.840.1.113883.4.642.3.586,2.16.840.1.113883.4.642.3.578",ClaimCareTeamRoleCodes,Claim Care Team Role Codes,"This value set includes sample Claim Care Team Role codes.","StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/claim-decision,5.0.0,draft,"2.16.840.1.113883.4.642.3.2983",ClaimAdjudicationDecisionsCodes,Claim Adjudication Decision Codes,"This value set includes Claim Adjudication Decision codes.","StructureDefinition/openimis-claim-response","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/claim-decision-reason,5.0.0,draft,,ClaimAdjudicationDecisionReasonCodes,Claim Adjudication Decision Reason Codes,"This value set includes example Claim Adjudication Decision Reason codes.","StructureDefinition/openimis-claim-response","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/claim-exception,5.0.0,draft,"2.16.840.1.113883.4.642.3.572,2.16.840.1.113883.4.642.2.307,2.16.840.1.113883.4.642.3.580",ExceptionCodes,Exception Codes,"This value set includes sample Exception codes.","StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/claim-modifiers,5.0.0,draft,"2.16.840.1.113883.4.642.3.536,2.16.840.1.113883.4.642.2.311,2.16.840.1.113883.4.642.3.528",ModifierTypeCodes,Modifier type Codes,"This value set includes sample Modifier type codes.","StructureDefinition/openimis-coverage-eligibility-request,StructureDefinition/openimis-claim-response,StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/claim-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.3.2984",ClaimProcessingCodes,Claim Processing Codes,"This value set includes Claim Processing Outcome codes.","StructureDefinition/openimis-claim-response","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/claim-subtype,5.0.0,draft,"2.16.840.1.113883.4.642.3.558,2.16.840.1.113883.4.642.3.566",ExampleClaimSubTypeCodes,Example Claim SubType Codes,"This value set includes sample Claim SubType codes which are used to distinguish the claim types for example within type institutional there may be subtypes for emergency services, bed stay and transportation.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/claim-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.558,2.16.840.1.113883.4.642.3.550",ClaimTypeCodes,Claim Type Codes,"This value set includes Claim Type codes.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/claim-use,5.0.0,draft,"2.16.840.1.113883.4.642.3.536,2.16.840.1.113883.4.642.3.544",Use,Use,"The purpose of the Claim: predetermination, preauthorization, claim.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-claim","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/clinical-findings,5.0.0,draft,"2.16.840.1.113883.4.642.3.232,2.16.840.1.113883.4.642.3.227,2.16.840.1.113883.4.642.2.115",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/openimis-communication","SCT"
http://hl7.org/fhir/ValueSet/communication-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.172,2.16.840.1.113883.4.642.3.162",CommunicationCategory,Communication Category,"Codes for general categories of communications such as alerts, instructions, etc.","StructureDefinition/openimis-communication-request,StructureDefinition/openimis-communication","THO"
http://hl7.org/fhir/ValueSet/communication-not-done-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.3.174",CommunicationNotDoneReason,Communication Not Done Reason,"Codes for the reason why a communication did not happen.","StructureDefinition/openimis-communication","THO"
http://hl7.org/fhir/ValueSet/communication-topic,5.0.0,draft,"2.16.840.1.113883.4.642.3.983",CommunicationTopic,Communication Topic,"Codes describing the purpose or content of the communication.","StructureDefinition/openimis-communication","THO"
http://hl7.org/fhir/ValueSet/consent-content-class,5.0.0,draft,"2.16.840.1.113883.4.642.3.745,2.16.840.1.113883.4.642.3.747",ConsentContentClass,Consent Content Class,"This value set includes the FHIR resource types, along with some other important content class codes","StructureDefinition/openimis-contract","Other"
http://hl7.org/fhir/ValueSet/contact-point-system,5.0.0,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/openimis-health-facility-organization,StructureDefinition/openimis-insurance-organization,StructureDefinition/openimis-patient,StructureDefinition/openimis-claim-administrator-practitioner-role,StructureDefinition/openimis-enrolment-officer-practitioner,StructureDefinition/openimis-policy-holder-organization,StructureDefinition/openimis-claim-administrator-practitioner,StructureDefinition/openimis-enrolment-officer-practitioner-role","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contact-point-use,5.0.0,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/openimis-health-facility-organization,StructureDefinition/openimis-insurance-organization,StructureDefinition/openimis-patient,StructureDefinition/openimis-claim-administrator-practitioner-role,StructureDefinition/openimis-enrolment-officer-practitioner,StructureDefinition/openimis-policy-holder-organization,StructureDefinition/openimis-claim-administrator-practitioner,StructureDefinition/openimis-enrolment-officer-practitioner-role","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.727,2.16.840.1.113883.4.642.2.100,2.16.840.1.113883.4.642.3.739",ContractActionCodes,Contract Action Codes,"This value set includes sample Contract Action codes.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/contract-actionstatus,5.0.0,draft,"2.16.840.1.113883.4.642.3.1303",ContractResourceActionStatusCodes,Contract Resource Action Status codes,"This value set contract specific codes for action status.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-actorrole,5.0.0,draft,"2.16.840.1.113883.4.642.3.741,2.16.840.1.113883.4.642.2.102,2.16.840.1.113883.4.642.3.729",ContractActorRoleCodes,Contract Actor Role Codes,"This value set includes sample Contract Actor Role codes.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/contract-assetcontext,5.0.0,draft,"2.16.840.1.113883.4.642.3.1297",ContractResourceAssetContextCodes,Contract Resource Asset Context codes,"This value set contract specific codes for asset context.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-assetscope,5.0.0,draft,"2.16.840.1.113883.4.642.3.1293",ContractResourceAssetScopeCodes,Contract Resource Asset Scope codes,"This value set contract specific codes for asset scope.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-assetsubtype,5.0.0,draft,"2.16.840.1.113883.4.642.3.1301",ContractResourceAssetSubTypeCodes,Contract Resource Asset Sub-Type codes,"This value set contract specific codes for asset subtype.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-assettype,5.0.0,draft,"2.16.840.1.113883.4.642.3.1299",ContractResourceAssetTypeCodes,Contract Resource Asset Type codes,"This value set contract specific codes for asset type.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-content-derivative,5.0.0,draft,"2.16.840.1.113883.4.642.3.745,2.16.840.1.113883.4.642.3.733",ContractContentDerivationCodes,Contract Content Derivation Codes,"This is an example set of Content Derivative type codes, which represent the minimal content derived from the basal information source at a specific stage in its lifecycle, which is sufficient to manage that source information, for example, in a repository, registry, processes and workflows, for making access control decisions, and providing query responses.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/contract-decision-mode,5.0.0,draft,"2.16.840.1.113883.4.642.3.1291",ContractResourceDecisionModeCodes,Contract Resource Decision Mode codes,"This value set contract specific codes for decision modes.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-definition-subtype,5.0.0,draft,"2.16.840.1.113883.4.642.3.1212",ContractResourceDefinitionSubtypeCodes,Contract Resource Definition Subtype codes,"This value set contract specific codes for status.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-definition-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.1210",ContractResourceDefinitionTypeCodes,Contract Resource Definition Type codes,"This value set contract specific codes for status.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-expiration-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.1214",ContractResourceExpirationTypeCodes,Contract Resource Expiration Type codes,"This value set contract specific codes for status.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-legalstate,5.0.0,draft,"2.16.840.1.113883.4.642.3.1206",ContractResourceLegalStateCodes,Contract Resource Legal State codes,"This value set contract specific codes for status.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-party-role,5.0.0,draft,"2.16.840.1.113883.4.642.3.1224",ContractResourcePartyRoleCodes,Contract Resource Party Role codes,"This value set contract specific codes for offer party participation.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-publicationstatus,5.0.0,draft,"2.16.840.1.113883.4.642.3.1208",ContractResourcePublicationStatusCodes,Contract Resource Publication Status codes,"This value set contract specific codes for status.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-security-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.1220",ContractResourceScopeCodes,Contract Resource Scope codes,"This value set contract specific codes for security category.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-security-classification,5.0.0,draft,"2.16.840.1.113883.4.642.3.1218",ContractResourceScopeCodes,Contract Resource Scope codes,"This value set contract specific codes for security classification.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-security-control,5.0.0,draft,"2.16.840.1.113883.4.642.3.1222",ContractResourceSecurityControlCodes,Contract Resource Security Control codes,"This value set contract specific codes for security control.","StructureDefinition/openimis-contract","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contract-signer-type,5.0.0,draft,"2.16.840.1.113883.4.642.2.99,2.16.840.1.113883.4.642.3.737,2.16.840.1.113883.4.642.3.725",ContractSignerTypeCodes,Contract Signer Type Codes,"This value set includes sample Contract Signer Type codes.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/contract-subtype,5.0.0,draft,"2.16.840.1.113883.4.642.3.731,2.16.840.1.113883.4.642.3.719,2.16.840.1.113883.4.642.2.96",ContractSubtypeCodes,Contract Subtype Codes,"This value set includes sample Contract Subtype codes.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/contract-term-subtype,5.0.0,draft,"2.16.840.1.113883.4.642.2.98,2.16.840.1.113883.4.642.3.723,2.16.840.1.113883.4.642.3.735",ContractTermSubtypeCodes,Contract Term Subtype Codes,"This value set includes sample Contract Term SubType codes.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/contract-term-type,5.0.0,draft,"2.16.840.1.113883.4.642.2.97,2.16.840.1.113883.4.642.3.733,2.16.840.1.113883.4.642.3.721",ContractTermTypeCodes,Contract Term Type Codes,"This value set includes sample Contract Term Type codes.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/contract-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.729,2.16.840.1.113883.4.642.3.717,2.16.840.1.113883.4.642.2.95",ContractTypeCodes,Contract Type Codes,"This value set includes sample Contract Type codes.","StructureDefinition/openimis-contract","THO"
http://hl7.org/fhir/ValueSet/coverage-class,5.0.0,draft,"2.16.840.1.113883.4.642.3.1009",CoverageClassCodes,Coverage Class Codes,"This value set includes Coverage Class codes.","StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/coverage-copay-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.527",CoverageCopayTypeCodes,Coverage Copay Type Codes,"This value set includes sample Coverage Copayment Type codes.","StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/coverage-financial-exception,5.0.0,draft,"2.16.840.1.113883.4.642.3.1328",ExampleCoverageFinancialExceptionCodes,Example Coverage Financial Exception Codes,"This value set includes Example Coverage Financial Exception Codes.","StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/coverage-kind,5.0.0,draft,"2.16.840.1.113883.4.642.3.3244",Kind,Kind,"The kind of coverage: insurance, selfpay or other.","StructureDefinition/openimis-coverage","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/coverage-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.520,2.16.840.1.113883.4.642.3.514",CoverageTypeAndSelfPayCodes,Coverage Type and Self-Pay Codes,"This value set includes Coverage Type codes.","StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/coverageeligibilityresponse-ex-auth-support,5.0.0,draft,"2.16.840.1.113883.4.642.3.1393",CoverageEligibilityResponseAuthSupportCodes,CoverageEligibilityResponse Auth Support Codes,"This value set includes CoverageEligibilityResponse Auth Support codes.","StructureDefinition/openimis-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/currencies,5.0.0,active,"2.16.840.1.113883.4.642.3.1025",Currencies,Currencies,"Currency codes from ISO 4217 (see https://www.iso.org/iso-4217-currency-codes.html)","StructureDefinition/unit-price,StructureDefinition/openimis-claim-response,StructureDefinition/openimis-invoice-bill,StructureDefinition/openimis-contract,StructureDefinition/openimis-payment-notice,StructureDefinition/openimis-invoice-invoice,StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/contract-premium,StructureDefinition/openimis-claim","Other"
http://hl7.org/fhir/ValueSet/datestype,5.0.0,draft,,DatesTypeCodes,Dates Type Codes,"This value set includes sample Dates Type codes.","StructureDefinition/openimis-coverage-eligibility-request,StructureDefinition/openimis-claim-response,StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-claim","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/days-of-week,5.0.0,active,"2.16.840.1.113883.4.642.3.512,2.16.840.1.113883.4.642.2.302,2.16.840.1.113883.4.642.3.506",DaysOfWeek,Days Of Week,"The days of the week.","StructureDefinition/medication-frequency,StructureDefinition/openimis-activity-definition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/eligibility-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.3.3233",EligibilityOutcome,Eligibility Outcome,"The outcome of the processing.","StructureDefinition/openimis-coverage-eligibility-response","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/eligibilityrequest-purpose,5.0.0,draft,"2.16.840.1.113883.4.642.3.1182",EligibilityRequestPurpose,Eligibility Request Purpose,"A code specifying the types of information being requested.","StructureDefinition/openimis-coverage-eligibility-request","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/eligibilityresponse-purpose,5.0.0,draft,"2.16.840.1.113883.4.642.3.1184",EligibilityResponsePurpose,Eligibility Response Purpose,"A code specifying the types of information being requested.","StructureDefinition/openimis-coverage-eligibility-response","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/event-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.109",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","StructureDefinition/openimis-communication","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/event-timing,5.0.0,active,"2.16.840.1.113883.4.642.3.75",EventTiming,EventTiming,"Real-world event relating to the schedule.","StructureDefinition/medication-frequency,StructureDefinition/openimis-activity-definition","THO (V3),hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/ex-benefitcategory,5.0.0,draft,"2.16.840.1.113883.4.642.3.1174",BenefitCategoryCodes,Benefit Category Codes,"This value set includes examples of Benefit Category codes.","StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-claim,StructureDefinition/openimis-coverage","THO"
http://hl7.org/fhir/ValueSet/ex-diagnosis-on-admission,5.0.0,draft,"2.16.840.1.113883.4.642.3.1169",ExampleDiagnosisOnAdmissionCodes,Example Diagnosis on Admission Codes,"This value set includes example Diagnosis on Admission codes.","StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/ex-diagnosisrelatedgroup,5.0.0,draft,"2.16.840.1.113883.4.642.3.588,2.16.840.1.113883.4.642.3.580",ExampleDiagnosisRelatedGroupCodes,Example Diagnosis Related Group Codes,"This value set includes example Diagnosis Related Group codes.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/ex-diagnosistype,5.0.0,draft,"2.16.840.1.113883.4.642.3.590,2.16.840.1.113883.4.642.3.582",ExampleDiagnosisTypeCodes,Example Diagnosis Type Codes,"This value set includes example Diagnosis Type codes.","StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/ex-paymenttype,5.0.0,draft,"2.16.840.1.113883.4.642.3.616,2.16.840.1.113883.4.642.3.608",ExamplePaymentTypeCodes,Example Payment Type Codes,"This value set includes example Payment Type codes.","StructureDefinition/openimis-claim-response","THO"
http://hl7.org/fhir/ValueSet/ex-procedure-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.1387",ExampleProcedureTypeCodes,Example Procedure Type Codes,"This value set includes example Procedure Type codes.","StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/ex-program-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.576,2.16.840.1.113883.4.642.3.568",ExampleProgramReasonCodes,Example Program Reason Codes,"This value set includes sample Program Reason Span codes.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/ex-revenue-center,5.0.0,draft,"2.16.840.1.113883.4.642.3.586,2.16.840.1.113883.4.642.3.594",ExampleRevenueCenterCodes,Example Revenue Center Codes,"This value set includes sample Revenue Center codes.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/fm-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.584,2.16.840.1.113883.4.642.3.592",FinancialResourceStatusCodes,Financial Resource Status Codes,"This value set includes Status codes.","StructureDefinition/openimis-coverage-eligibility-request,StructureDefinition/openimis-claim-response,StructureDefinition/openimis-payment-notice,StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-claim","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/forms,5.0.0,draft,"2.16.840.1.113883.4.642.3.37",FormCodes,Form Codes,"This value set includes a sample set of Forms codes.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/fundsreserve,5.0.0,draft,"2.16.840.1.113883.4.642.3.33",FundsReservationCodes,Funds Reservation Codes,"This value set includes sample funds reservation type codes.","StructureDefinition/openimis-claim-response,StructureDefinition/openimis-claim","THO"
http://hl7.org/fhir/ValueSet/group-membership-basis,5.0.0,draft,"2.16.840.1.113883.4.642.3.3069",GroupMembershipBasis,Group Membership Basis,"Basis for membership in a group","StructureDefinition/openimis-group","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/group-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.277,2.16.840.1.113883.4.642.2.156,2.16.840.1.113883.4.642.3.284",GroupType,Group Type,"Types of resources that are part of group.","StructureDefinition/openimis-group","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/icd-10,5.0.0,draft,"2.16.840.1.113883.4.642.3.531,2.16.840.1.113883.4.642.3.523,2.16.840.1.113883.4.642.2.308",ICD10Codes,ICD-10 Codes,"This value set includes sample ICD-10 codes.","StructureDefinition/openimis-coverage-eligibility-request","hl7.terminology.r5"
http://hl7.org/fhir/ValueSet/icd-10-procedures,5.0.0,draft,"2.16.840.1.113883.4.642.3.574,2.16.840.1.113883.4.642.3.566",ICD10ProcedureCodes,ICD-10 Procedure Codes,"This value set includes sample ICD-10 Procedure codes.","StructureDefinition/openimis-claim","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/identifier-type,5.0.0,active,"2.16.840.1.113883.4.642.3.45",IdentifierTypeCodes,Identifier Type Codes,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/openimis-health-facility-organization,StructureDefinition/openimis-insurance-organization,StructureDefinition/openimis-invoice-bill,StructureDefinition/openimis-insurance-plan,StructureDefinition/openimis-patient,StructureDefinition/openimis-contract,StructureDefinition/openimis-payment-notice,StructureDefinition/openimis-coverage-eligibility-response,StructureDefinition/openimis-enrolment-officer-practitioner,StructureDefinition/openimis-policy-holder-organization,StructureDefinition/openimis-enrolment-officer-practitioner-role,StructureDefinition/openimis-coverage-eligibility-request,StructureDefinition/openimis-claim-response,StructureDefinition/openimis-medication,StructureDefinition/openimis-location,StructureDefinition/openimis-activity-definition,StructureDefinition/openimis-invoice-invoice,StructureDefinition/openimis-claim-administrator-practitioner-role,StructureDefinition/openimis-group,StructureDefinition/openimis-claim,StructureDefinition/openimis-coverage,StructureDefinition/openimis-claim-administrator-practitioner","THO (V2)"
