URL,Version,Status,OIDs,Name,Title,Description,Used
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/group-confirmation-type,0.1.0,draft,,GroupConfirmationTypeCS,Confirmation Types (Group),"Indicates the confirmation type for the Group. Values defined by openIMIS. Can be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/group-type,0.1.0,draft,,GroupTypeCS,Group Type (Group),"Indicates the type of the Group. Values defined by openIMIS. Can be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/insurance-plan-coverage-benefit-limit,0.1.0,draft,,InsurancePlanCoverageBenefitLimitCS,Coverage Benefit Limit Types (InsurancePlan),"Indicates the Coverage Benefit Limit Types for an InsurancePlan. Values defined by openIMIS. Can not be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/insurance-plan-discount-kind,0.1.0,draft,,InsurancePlanDiscountKindCS,,"",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/insurance-plan-general-cost-type,0.1.0,draft,,InsurancePlanGeneralCostTypeCS,General Cost Type (InsurancePlan),"Indicates the General Cost Type for an InsurancePlan. Values defined by openIMIS. Can not be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/insurance-plan-period-kind,0.1.0,draft,,InsurancePlanPeriodKindCS,InsurancePlan Period Kind,"",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/invoice-charge-item,0.1.0,draft,,InvoiceChargeItemCS,ChargeItem (Invoice),"Indicates the ChargeItem for a lineItem from an Invoice. Values defined by openIMIS. Can not be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/invoice-type,0.1.0,draft,,InvoiceTypeCS,Type (Invoice),"Indicates the Type for an Invoice. Values defined by openIMIS. Can not be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/location-type,0.1.0,draft,,LocationTypeCS,Location Type (Location),"Indicates the location type. Values defined by openIMIS. Cannot be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/medication-item-type,0.1.0,draft,,MedicationItemTypeCS,Item Type (Medication),"Indicates the Medical Item Type for an Medication. Values defined by openIMIS. Can not be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/medication-level,0.1.0,draft,,MedicationLevelCS,Level (Medication),"Indicates the Level for a Medication. Values defined by openIMIS. Can not be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/openimis-identifiers,0.1.0,draft,,OpenIMISIdentifierCS,openIMIS Identifiers (All),"Identifiers that are specific to openIMIS and could not be found in standard sources.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/organization-hf-care-type,0.1.0,draft,,OrganizationHFCareTypeCS,Health Facility Care Type (Organization),"Indicates the care type of the Health Facility (Organization). Values defined by openIMIS. Cannot be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/organization-hf-legal-form,0.1.0,draft,,OrganizationHFLegalFormCS,Legal Forms (Organization),"Indicates the legal forms of the Organization. Values defined by openIMIS. Can be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/organization-hf-level,0.1.0,draft,,OrganizationHFLevelCS,Health Facility Level (Organization),"Indicates the level of the Health Facility (Organization). Values defined by openIMIS. Cannot be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/organization-ph-activity,0.1.0,draft,,OrganizationPHActivityCS,Activity (Organization),"Indicates the activity of the PolicyHolder Organization. Values defined by openIMIS. Can be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/organization-ph-legal-form,0.1.0,draft,,OrganizationPHLegalFormCS,Legal Forms (Organization),"Indicates the legal forms of the PolicyHolder Organization. Values defined by openIMIS. Can be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/patient-contact-relationship,0.1.0,draft,,PatientContactRelationshipCS,Contact Relationship (Patient),"Indicates the Relationship of a Patient with the Head of the Family. Values defined by openIMIS.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/patient-education-level,0.1.0,draft,,PatientEducationLevelCS,Education Level (Patient),"Indicates the Education level of a Patient. Values defined by openIMIS. Can be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/patient-profession,0.1.0,draft,,PatientProfessionCS,Profession (Patient),"Indicates the profession of a Patient. Values defined by openIMIS. Can be extended.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/practitioner-qualification-type,0.1.0,draft,,PractitionerQualificationTypeCS,Qualification Type (Practitioner),"Indicates the Qualification Type of a Practitioner.",
https://github.com/openimis/openimis_fhir_r5_ig/CodeSystem/usage-context-age-type,0.1.0,draft,,UsageContextAgeTypeCS,Usage Context for Age Type (ActivityDefinition|Medication),"Indicates the Usage Context for Age Type for an ActivityDefinition or Medication. Values defined by openIMIS. Cannot be extended.",
https://https://github.com/openimis/openimis_fhir_r5_ig.io/openimis_fhir_r5_ig/CodeSystem-patient-identification-types,0.1.0,draft,,PatientIdentificationTypeCS,Identification Type (Patient),"Indicates the type of document the Patient used to identify himself. Values defined by openIMIS. Can be extended.",
